name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,Jimmy Approved
Inception,2010,PG-13,2h 28min,Action; Adventure; Sci-Fi; ,16 July 2010 (USA),8.8,1981675,3820,0
The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,2h 58min,Action; Adventure; Drama; ,19 December 2001 (USA),8.8,1609165,5365,1
The Lord of the Rings: The Return of the King,2003,PG-13,3h 21min,Adventure; Drama; Fantasy; ,17 December 2003 (USA),8.9,1593859,3681,1
The Dark Knight Rises,2012,PG-13,2h 44min,Action; Adventure; ,20 July 2012 (USA),8.4,1470329,2979,1
The Lord of the Rings: The Two Towers,2002,PG-13,2h 59min,Adventure; Drama; Fantasy; ,18 December 2002 (USA),8.7,1440188,2559,1
Interstellar,2014,PG-13,2h 49min,Adventure; Drama; Sci-Fi; ,7 November 2014 (USA),8.6,1430797,3977,1
Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),8.5,1297718,2636,1
Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8.2,1269027,2885,0
The Avengers,2012,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,4 May 2012 (USA),8.0,1236048,1929,0
Inglourious Basterds,2009,R,2h 33min,Adventure; Drama; War; ,21 August 2009 (USA),8.3,1219372,1856,1
Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),8.6,1197132,1834,0
Star Wars: Episode V - The Empire Strikes Back,1980,PG,2h 4min,Action; Adventure; Fantasy; ,20 June 1980 (USA),8.7,1124834,1214,1
Avatar,2009,PG-13,2h 42min,Action; Adventure; Fantasy; ,18 December 2009 (USA),7.8,1096125,3415,0
Guardians of the Galaxy,2014,PG-13,2h 1min,Action; Adventure; Comedy; ,1 August 2014 (USA),8.0,1017405,1390,0
Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015004,1176,0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,2h 23min,Action; Adventure; Fantasy; ,9 July 2003 (USA),8.0,997264,2186,0
WALL·E,2008,G,1h 38min,Animation; Adventure; ,27 June 2008 (USA),8.4,967917,1268,1
Star Wars: Episode VI - Return of the Jedi,1983,PG,2h 11min,Action; Adventure; Fantasy; ,25 May 1983 (USA),8.3,922278,828,1
Finding Nemo,2003,G,1h 40min,Animation; Adventure; Comedy; ,30 May 2003 (USA),8.1,922080,968,1
Iron Man,2008,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,2 May 2008 (USA),7.9,915640,1319,0
The Lion King,1994,G,1h 28min,Animation; Adventure; Drama; ,24 June 1994 (USA),8.5,910179,1009,0
Up,2009,PG,1h 36min,Animation; Adventure; Comedy; ,29 May 2009 (USA),8.2,905044,891,0
Deadpool,2016,R,1h 48min,Action; Adventure; Comedy; ,12 February 2016 (USA),8.0,876091,1440,0
Raiders of the Lost Ark,1981,PG,1h 55min,Action; Adventure; ,12 June 1981 (USA),8.4,859523,931,0
Toy Story,1995,G,1h 21min,Animation; Adventure; Comedy; ,22 November 1995 (USA),8.3,858215,606,1
Mad Max: Fury Road,2015,R,2h,Action; Adventure; Sci-Fi; ,15 May 2015 (USA),8.1,848011,1990,1
Star Wars: Episode VII - The Force Awakens,2015,PG-13,2h 18min,Action; Adventure; Sci-Fi; ,18 December 2015 (USA),7.9,841234,4794,1
Jurassic Park,1993,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,11 June 1993 (USA),8.1,836793,1133,0
The Hunger Games,2012,PG-13,2h 22min,Action; Adventure; Sci-Fi; ,23 March 2012 (USA),7.2,826505,2037,1
"Monsters, Inc.",2001,G,1h 32min,Animation; Adventure; Comedy; ,2 November 2001 (USA),8.0,789773,680,1
Avengers: Infinity War,2018,PG-13,2h 29min,Action; Adventure; Sci-Fi; ,27 April 2018 (USA),8.4,784777,4248,1
The Hobbit: An Unexpected Journey,2012,PG-13,2h 49min,Adventure; Fantasy; ,14 December 2012 (USA),7.8,743338,1430,1
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,2h 10min,Adventure; Drama; Fantasy; ,15 July 2011 (USA),8.1,737642,953,1
Avengers: Endgame,2019,PG-13,3h 1min,Action; Adventure; Drama; ,26 April 2019 (USA),8.4,736177,8805,1
Iron Man 3,2013,PG-13,2h 10min,Action; Adventure; Sci-Fi; ,3 May 2013 (USA),7.2,735568,1314,1
Toy Story 3,2010,G,1h 43min,Animation; Adventure; Comedy; ,18 June 2010 (USA),8.3,734948,884,0
The Martian,2015,PG-13,2h 24min,Adventure; Drama; Sci-Fi; ,2 October 2015 (USA),8.0,734923,1312,1
Thor,2011,PG-13,1h 55min,Action; Adventure; Fantasy; ,6 May 2011 (USA),7.0,726753,915,0
Captain America: The First Avenger,2011,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,22 July 2011 (USA),6.9,718921,882,1
Avengers: Age of Ultron,2015,PG-13,2h 21min,Action; Adventure; Sci-Fi; ,1 May 2015 (USA),7.3,717521,1303,1
Captain America: The Winter Soldier,2014,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,4 April 2014 (USA),7.7,714445,937,1
Star Wars: Episode I - The Phantom Menace,1999,PG,2h 16min,Action; Adventure; Fantasy; ,19 May 1999 (USA),6.5,708990,3843,1
Iron Man 2,2010,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,7 May 2010 (USA),7.0,701922,881,1
Star Wars: Episode III - Revenge of the Sith,2005,PG-13,2h 20min,Action; Adventure; Fantasy; ,19 May 2005 (USA),7.5,690205,3553,0
The Grand Budapest Hotel,2014,R,1h 39min,Adventure; Comedy; Crime; ,28 March 2014 (USA),8.1,681915,865,1
The Revenant,2015,R,2h 36min,Action; Adventure; Drama; ,8 January 2016 (USA),8.0,678829,1594,1
Man of Steel,2013,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,14 June 2013 (USA),7.0,675229,2747,0
Indiana Jones and the Last Crusade,1989,PG-13,2h 7min,Action; Adventure; ,24 May 1989 (USA),8.2,672206,567,1
Spider-Man,2002,PG-13,2h 1min,Action; Adventure; Sci-Fi; ,3 May 2002 (USA),7.3,671751,2124,0
I Am Legend,2007,PG-13,1h 41min,Action; Adventure; Drama; ,14 December 2007 (USA),7.2,670748,1543,1
X-Men: Days of Future Past,2014,PG-13,2h 12min,Action; Adventure; Sci-Fi; ,23 May 2014 (USA),8.0,647269,821,0
How to Train Your Dragon,2010,PG,1h 38min,Animation; Action; Adventure; ,26 March 2010 (USA),8.1,647266,626,1
Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,2h 31min,Action; Adventure; Fantasy; ,7 July 2006 (USA),7.3,641045,1889,1
The Incredibles,2004,PG,1h 55min,Animation; Action; Adventure; ,5 November 2004 (USA),8.0,638952,946,1
Captain America: Civil War,2016,PG-13,2h 27min,Action; Adventure; Sci-Fi; ,6 May 2016 (USA),7.8,638731,1410,1
Aliens,1986,R,2h 17min,Action; Adventure; Sci-Fi; ,18 July 1986 (USA),8.3,635164,1280,1
X-Men: First Class,2011,PG-13,2h 11min,Action; Adventure; Sci-Fi; ,3 June 2011 (USA),7.7,634147,767,1
Star Wars: Episode II - Attack of the Clones,2002,PG,2h 22min,Action; Adventure; Fantasy; ,16 May 2002 (USA),6.5,621911,3652,1
Ratatouille,2007,G,1h 51min,Animation; Adventure; Comedy; ,29 June 2007 (USA),8.0,620375,741,1
Harry Potter and the Sorcerer's Stone,2001,PG,2h 32min,Adventure; Fantasy; ,16 November 2001 (USA),7.6,618786,1737,1
Spirited Away,2001,PG,2h 5min,Animation; Adventure; ,28 March 2003 (USA),8.6,618550,1287,1
Skyfall,2012,PG-13,2h 23min,Action; Adventure; Thriller; ,9 November 2012 (USA),7.7,617644,1587,0
Batman v Superman: Dawn of Justice,2016,PG-13,2h 31min,Action; Adventure; Sci-Fi; ,25 March 2016 (USA),6.4,608225,3696,0
The Hunger Games: Catching Fire,2013,PG-13,2h 26min,Action; Adventure; Mystery; ,22 November 2013 (USA),7.5,600099,720,1
Shrek,2001,PG,1h 30min,Animation; Adventure; Comedy; ,18 May 2001 (USA),7.8,596499,1062,0
The Hobbit: The Desolation of Smaug,2013,PG-13,2h 41min,Adventure; Fantasy; ,13 December 2013 (USA),7.8,588294,985,1
Black Panther,2018,PG-13,2h 14min,Action; Adventure; Sci-Fi; ,16 February 2018 (USA),7.3,587388,3190,0
Inside Out,2015,PG,1h 35min,Animation; Adventure; Comedy; ,19 June 2015 (USA),8.1,586923,1027,1
Transformers,2007,PG-13,2h 24min,Action; Adventure; Sci-Fi; ,3 July 2007 (USA),7.0,586895,1869,1
World War Z,2013,PG-13,1h 56min,Action; Adventure; Horror; ,21 June 2013 (USA),7.0,586801,1125,0
2001: A Space Odyssey,1968,G,2h 29min,Adventure; Sci-Fi; ,12 May 1968 (UK),8.3,582718,2143,0
Pirates of the Caribbean: At World's End,2007,PG-13,2h 49min,Action; Adventure; Fantasy; ,25 May 2007 (USA),7.1,582275,1290,1
Suicide Squad,2016,PG-13,2h 3min,Action; Adventure; Fantasy; ,5 August 2016 (USA),6.0,581986,2253,0
Edge of Tomorrow,2014,PG-13,1h 53min,Action; Adventure; Sci-Fi; ,6 June 2014 (USA),7.9,581938,967,0
Thor: The Dark World,2013,PG-13,1h 52min,Action; Adventure; Fantasy; ,8 November 2013 (USA),6.9,578425,695,0
Kingsman: The Secret Service,2014,R,2h 9min,Action; Adventure; Comedy; ,13 February 2015 (USA),7.7,575952,935,0
Doctor Strange,2016,PG-13,1h 55min,Action; Adventure; Fantasy; ,4 November 2016 (USA),7.5,573177,945,0
Sherlock Holmes,2009,PG-13,2h 8min,Action; Adventure; Mystery; ,25 December 2009 (USA),7.6,571401,693,1
Star Trek,2009,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,8 May 2009 (USA),7.9,570077,1650,1
Life of Pi,2012,PG,2h 7min,Adventure; Drama; Fantasy; ,21 November 2012 (USA),7.9,567025,914,0
Casino Royale,2006,PG-13,2h 24min,Action; Adventure; Thriller; ,17 November 2006 (USA),8.0,566966,2401,0
Jurassic World,2015,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,12 June 2015 (USA),7.0,566272,1531,0
X-Men,2000,PG-13,1h 44min,Action; Adventure; Sci-Fi; ,14 July 2000 (USA),7.4,559246,1447,1
Prometheus,2012,R,2h 4min,Adventure; Mystery; Sci-Fi; ,8 June 2012 (USA),7.0,557986,2543,1
Thor: Ragnarok,2017,PG-13,2h 10min,Action; Adventure; Comedy; ,3 November 2017 (USA),7.9,557591,1576,1
Frozen,2013,PG,1h 42min,Animation; Adventure; Comedy; ,27 November 2013 (USA),7.4,557241,1109,1
Into the Wild,2007,R,2h 28min,Adventure; Biography; Drama; ,19 October 2007 (USA),8.1,556447,939,0
Ant-Man,2015,PG-13,1h 57min,Action; Adventure; Comedy; ,17 July 2015 (USA),7.3,549076,718,0
The Amazing Spider-Man,2012,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,3 July 2012 (USA),6.9,547661,1342,1
Guardians of the Galaxy Vol. 2,2017,PG-13,2h 16min,Action; Adventure; Comedy; ,5 May 2017 (USA),7.6,544357,1044,0
Star Wars: Episode VIII - The Last Jedi,2017,PG-13,2h 32min,Action; Adventure; Fantasy; ,15 December 2017 (USA),7.0,543307,6691,1
Rogue One: A Star Wars Story,2016,PG-13,2h 13min,Action; Adventure; Sci-Fi; ,16 December 2016 (USA),7.8,534483,1763,1
Jaws,1975,PG,2h 4min,Adventure; Thriller; ,20 June 1975 (USA),8.0,531977,1203,0
Harry Potter and the Chamber of Secrets,2002,PG,2h 41min,Adventure; Fantasy; ,15 November 2002 (USA),7.4,531256,930,1
Wonder Woman,2017,PG-13,2h 21min,Action; Adventure; Fantasy; ,2 June 2017 (USA),7.4,531221,2179,0
Spider-Man 2,2004,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,30 June 2004 (USA),7.3,529344,1450,1
Harry Potter and the Prisoner of Azkaban,2004,PG,2h 22min,Adventure; Fantasy; ,4 June 2004 (USA),7.9,528503,1592,0
Harry Potter and the Goblet of Fire,2005,PG-13,2h 37min,Adventure; Fantasy; ,18 November 2005 (USA),7.7,526115,1980,0
Independence Day,1996,PG-13,2h 25min,Action; Adventure; Sci-Fi; ,3 July 1996 (USA),7.0,516789,939,1
Toy Story 2,1999,G,1h 32min,Animation; Adventure; Comedy; ,24 November 1999 (USA),7.9,511239,611,1
WALL·E,2008,G,1h 38min,Animation; Adventure; ,27 June 2008 (USA),8.4,967917,1268,0
Finding Nemo,2003,G,1h 40min,Animation; Adventure; Comedy; ,30 May 2003 (USA),8.1,922080,968,1
The Lion King,1994,G,1h 28min,Animation; Adventure; Drama; ,24 June 1994 (USA),8.5,910179,1009,1
Up,2009,PG,1h 36min,Animation; Adventure; Comedy; ,29 May 2009 (USA),8.2,905044,891,1
Toy Story,1995,G,1h 21min,Animation; Adventure; Comedy; ,22 November 1995 (USA),8.3,858215,606,0
"Monsters, Inc.",2001,G,1h 32min,Animation; Adventure; Comedy; ,2 November 2001 (USA),8.0,789773,680,0
Toy Story 3,2010,G,1h 43min,Animation; Adventure; Comedy; ,18 June 2010 (USA),8.3,734948,884,0
How to Train Your Dragon,2010,PG,1h 38min,Animation; Action; Adventure; ,26 March 2010 (USA),8.1,647266,626,1
The Incredibles,2004,PG,1h 55min,Animation; Action; Adventure; ,5 November 2004 (USA),8.0,638952,946,1
Ratatouille,2007,G,1h 51min,Animation; Adventure; Comedy; ,29 June 2007 (USA),8.0,620375,741,1
Spirited Away,2001,PG,2h 5min,Animation; Adventure; ,28 March 2003 (USA),8.6,618550,1287,0
Shrek,2001,PG,1h 30min,Animation; Adventure; Comedy; ,18 May 2001 (USA),7.8,596499,1062,0
Inside Out,2015,PG,1h 35min,Animation; Adventure; Comedy; ,19 June 2015 (USA),8.1,586923,1027,0
Frozen,2013,PG,1h 42min,Animation; Adventure; Comedy; ,27 November 2013 (USA),7.4,557241,1109,1
Toy Story 2,1999,G,1h 32min,Animation; Adventure; Comedy; ,24 November 1999 (USA),7.9,511239,611,1
Despicable Me,2010,PG,1h 35min,Animation; Comedy; ,9 July 2010 (USA),7.6,488575,359,0
Ice Age,2002,PG,1h 21min,Animation; Adventure; Comedy; ,15 March 2002 (USA),7.5,428802,491,0
Zootopia,2016,PG,1h 48min,Animation; Adventure; Comedy; ,4 March 2016 (USA),8.0,417226,710,0
Beauty and the Beast,1991,G,1h 24min,Animation; Fantasy; ,22 November 1991 (USA),8.0,408618,433,0
Shrek 2,2004,PG,1h 33min,Animation; Adventure; Comedy; ,19 May 2004 (USA),7.2,407523,542,1
Kung Fu Panda,2008,PG,1h 32min,Animation; Action; Adventure; ,6 June 2008 (USA),7.5,406720,425,1
Big Hero 6,2014,PG,1h 42min,Animation; Action; Adventure; ,7 November 2014 (USA),7.8,398088,557,0
Tangled,2010,PG,1h 40min,Animation; Adventure; Comedy; ,24 November 2010 (USA),7.7,393285,489,1
Wreck-It Ralph,2012,PG,1h 41min,Animation; Adventure; Comedy; ,2 November 2012 (USA),7.7,369053,443,0
Brave,2012,PG,1h 33min,Animation; Adventure; Comedy; ,22 June 2012 (USA),7.1,361913,515,1
Despicable Me 2,2013,PG,1h 38min,Animation; Adventure; Comedy; ,3 July 2013 (USA),7.3,361388,321,1
Aladdin,1992,G,1h 30min,Animation; Adventure; Comedy; ,25 November 1992 (USA),8.0,360969,330,0
Madagascar,2005,PG,1h 26min,Animation; Adventure; Comedy; ,27 May 2005 (USA),6.9,355365,420,1
Cars,2006,G,1h 57min,Animation; Comedy; ,9 June 2006 (USA),7.1,354991,663,0
Coco,2017,PG,1h 45min,Animation; Adventure; ,22 November 2017 (USA),8.4,345200,1087,1
Princess Mononoke,1997,PG-13,2h 14min,Animation; Adventure; Fantasy; ,19 December 1997 (USA),8.4,326489,702,0
Spider-Man: Into the Spider-Verse,2018,PG,1h 57min,Animation; Action; Adventure; ,14 December 2018 (USA),8.4,326477,1810,1
The Lego Movie,2014,PG,1h 40min,Animation; Action; Adventure; ,7 February 2014 (USA),7.7,317860,554,1
Howl's Moving Castle,2004,PG,1h 59min,Animation; Adventure; ,17 June 2005 (USA),8.2,313971,435,1
Monsters University,2013,G,1h 44min,Animation; Adventure; Comedy; ,21 June 2013 (USA),7.3,311892,331,0
The Simpsons Movie,2007,PG-13,1h 27min,Animation; Adventure; Comedy; ,27 July 2007 (USA),7.3,303713,849,0
How to Train Your Dragon 2,2014,PG,1h 42min,Animation; Action; Adventure; ,13 June 2014 (USA),7.8,296544,404,0
The Nightmare Before Christmas,1993,PG,1h 16min,Animation; Fantasy; ,29 October 1993 (USA),8.0,283685,522,0
My Neighbor Totoro,1988,G,1h 26min,Animation; Fantasy; ,13 July 1990 (USA),8.2,273795,464,1
Shrek the Third,2007,PG,1h 33min,Animation; Adventure; Comedy; ,18 May 2007 (USA),6.1,272620,360,1
A Bug's Life,1998,G,1h 35min,Animation; Adventure; Comedy; ,25 November 1998 (USA),7.2,259956,368,1
Moana,2016,PG,1h 47min,Animation; Adventure; Comedy; ,23 November 2016 (USA),7.6,256243,521,1
Ice Age: The Meltdown,2006,PG,1h 31min,Animation; Adventure; Comedy; ,31 March 2006 (USA),6.8,249504,267,1
Kung Fu Panda 2,2011,PG,1h 30min,Animation; Action; Adventure; ,26 May 2011 (USA),7.2,245225,243,0
Mulan,1998,G,1h 28min,Animation; Adventure; ,19 June 1998 (USA),7.6,242128,312,0
Incredibles 2,2018,PG,1h 58min,Animation; Action; Adventure; ,15 June 2018 (USA),7.6,236249,1067,1
Corpse Bride,2005,PG,1h 17min,Animation; Drama; ,23 September 2005 (USA),7.3,235900,521,1
Finding Dory,2016,PG,1h 37min,Animation; Adventure; Comedy; ,17 June 2016 (USA),7.3,231496,427,1
The Little Mermaid,1989,G,1h 23min,Animation; Fantasy; ,17 November 1989 (USA),7.6,229928,279,1
Rango,2011,PG,1h 47min,Animation; Adventure; Comedy; ,4 March 2011 (USA),7.2,229568,400,0
Grave of the Fireflies,1988,Not Rated,1h 29min,Animation; Drama; War; ,26 July 1989 (USA),8.5,221955,707,1
Megamind,2010,PG,1h 35min,Animation; Action; Comedy; ,5 November 2010 (USA),7.2,221204,255,0
Ice Age: Dawn of the Dinosaurs,2009,PG,1h 34min,Animation; Adventure; Comedy; ,1 July 2009 (USA),6.9,217346,148,1
Hotel Transylvania,2012,PG,1h 31min,Animation; Comedy; ,28 September 2012 (USA),7.1,217079,225,1
The Adventures of Tintin,2011,PG,1h 47min,Animation; Action; Adventure; ,21 December 2011 (USA),7.3,212112,497,0
Minions,2015,PG,1h 31min,Animation; Adventure; Comedy; ,10 July 2015 (USA),6.4,206432,352,0
Rio,2011,G,1h 36min,Animation; Adventure; Comedy; ,15 April 2011 (USA),6.9,201298,212,1
Cloudy with a Chance of Meatballs,2009,PG,1h 30min,Animation; Adventure; Comedy; ,18 September 2009 (USA),6.9,198668,183,0
Hercules,1997,G,1h 33min,Animation; Adventure; Comedy; ,27 June 1997 (USA),7.3,198490,218,0
Madagascar: Escape 2 Africa,2008,PG,1h 29min,Animation; Adventure; Comedy; ,7 November 2008 (USA),6.6,198485,144,0
Tarzan,1999,G,1h 28min,Animation; Adventure; ,18 June 1999 (USA),7.3,196820,296,1
The Lion King,2019,PG,1h 58min,Animation; Adventure; Drama; ,19 July 2019 (USA),6.9,195404,2871,1
Fantastic Mr. Fox,2009,PG,1h 27min,Animation; Adventure; Comedy; ,25 November 2009 (USA),7.9,191094,323,1
Coraline,2009,PG,1h 40min,Animation; Drama; ,6 February 2009 (USA),7.7,189260,375,1
"South Park: Bigger, Longer & Uncut",1999,R,1h 21min,Animation; Comedy; Fantasy; ,30 June 1999 (USA),7.7,189125,957,0
Ice Age: Continental Drift,2012,PG,1h 28min,Animation; Adventure; Comedy; ,13 July 2012 (USA),6.6,186465,152,0
The Croods,2013,PG,1h 38min,Animation; Action; Adventure; ,22 March 2013 (USA),7.2,185579,234,0
Bolt,2008,PG,1h 36min,Animation; Adventure; Comedy; ,21 November 2008 (USA),6.8,184675,214,1
Toy Story 4,2019,G,1h 40min,Animation; Adventure; Comedy; ,21 June 2019 (USA),7.8,184363,1271,1
Shrek Forever After,2010,PG,1h 33min,Animation; Adventure; Comedy; ,21 May 2010 (USA),6.3,179074,210,1
The Secret Life of Pets,2016,PG,1h 27min,Animation; Adventure; Comedy; ,8 July 2016 (USA),6.5,178058,333,1
Who Framed Roger Rabbit,1988,PG,1h 44min,Animation; Adventure; Comedy; ,22 June 1988 (USA),7.7,177334,286,1
Snow White and the Seven Dwarfs,1937,Approved,1h 23min,Animation; Fantasy; ,4 February 1938 (USA),7.6,175923,250,1
The Emperor's New Groove,2000,G,1h 18min,Animation; Adventure; Comedy; ,15 December 2000 (USA),7.3,173677,326,1
Your Name.,2016,PG,1h 46min,Animation; Drama; Fantasy; ,7 April 2017 (USA),8.4,173204,624,1
Enchanted,2007,PG,1h 47min,Animation; Comedy; ,21 November 2007 (USA),7.0,172996,419,0
Chicken Run,2000,G,1h 24min,Animation; Adventure; Comedy; ,23 June 2000 (USA),7.0,172974,388,0
Sausage Party,2016,R,1h 29min,Animation; Adventure; Comedy; ,12 August 2016 (USA),6.1,170630,544,1
The Iron Giant,1999,PG,1h 26min,Animation; Action; Adventure; ,6 August 1999 (USA),8.0,167070,577,1
The Polar Express,2004,G,1h 40min,Animation; Adventure; Comedy; ,10 November 2004 (USA),6.6,167034,521,0
Happy Feet,2006,PG,1h 48min,Animation; Adventure; Comedy; ,17 November 2006 (USA),6.4,165838,585,0
Pocahontas,1995,G,1h 21min,Animation; Adventure; Drama; ,23 June 1995 (USA),6.7,164719,262,1
Shark Tale,2004,PG,1h 30min,Animation; Adventure; Comedy; ,1 October 2004 (USA),6.0,162954,317,0
Lilo & Stitch,2002,PG,1h 25min,Animation; Adventure; Comedy; ,21 June 2002 (USA),7.2,162337,394,1
The Jungle Book,1967,G,1h 18min,Animation; Adventure; ,18 October 1967 (USA),7.6,161262,170,1
Mary and Max,2009,Not Rated,1h 32min,Animation; Comedy; Drama; ,9 April 2009 (Australia),8.1,159951,232,0
Beowulf,2007,PG-13,1h 55min,Animation; Action; Adventure; ,16 November 2007 (USA),6.2,159254,535,1
