Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,5/19/72,281613,83,"glam rock,mellow gold,piano rock,rock",
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,5/19/72,281613,83,"glam rock,mellow gold,piano rock,rock",
Tiny Dancer,Elton John,11/5/71,377093,79,"glam rock,mellow gold,piano rock,rock",
Your Song,Elton John,4/10/70,241786,82,"glam rock,mellow gold,piano rock,rock",
Fooled Around And Fell In Love,Elvin Bishop,1/1/98,274333,59,"country rock,southern rock",
Blame It On Cain,Elvis Costello,7/22/77,169760,30,"new wave,new wave pop,permanent wave,power pop,singer-songwriter",
"Radio, Radio",Elvis Costello & The Attractions,2007,186146,39,"art rock,heartland rock,new romantic,new wave,new wave pop,power pop,pub rock",
The Beat - 2021 Remaster,Elvis Costello & The Attractions,3/17/78,228973,42,"art rock,heartland rock,new romantic,new wave,new wave pop,power pop,pub rock",
The Loved Ones,Elvis Costello & The Attractions,1982,168466,25,"art rock,heartland rock,new romantic,new wave,new wave pop,power pop,pub rock",
Inside You,Elvis Depressedly,6/3/16,101015,40,"asheville indie,shimmer psych,small room",
Pepsi/Coke Suicide,Elvis Depressedly,6/3/16,153095,46,"asheville indie,shimmer psych,small room",
Wastes of Time,Elvis Depressedly,5/8/15,89012,32,"asheville indie,shimmer psych,small room",
Weird Honey,Elvis Depressedly,6/3/16,155937,42,"asheville indie,shimmer psych,small room",
Angel Cum Clean,Elvis Depressedly,6/3/16,127401,38,"asheville indie,shimmer psych,small room",
Bodil,Elvis Depressedly,10/9/12,201064,18,"asheville indie,shimmer psych,small room",
Mickey's Dead,Elvis Depressedly,7/12/12,121182,22,"asheville indie,shimmer psych,small room",
Blue Christmas,Elvis Presley,10/15/57,129173,82,"rock-and-roll,rockabilly",
Hound Dog,Elvis Presley,3/21/58,136026,65,"rock-and-roll,rockabilly",
C.O.P.S. Came,Em Harriss,9/2/14,228133,19,,
Love Deserved,Ember Island,10/11/17,169834,26,swedish electropop,
Next To Me,Emeli Sandé,1/1/12,196746,62,"r&b,talent show,uk pop",
Fool Me Too,"Emile Haynie,Nate Ruess",2/24/15,245573,0,"buffalo ny indie,modern rock",
Over That,"Emily Vaughn,Yuppycult",10/27/17,205370,0,"alt z,dark r&b",
All the Things,Emily Yacina,1/7/17,230332,25,small room,
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,"Robin Schulz,Jasmine Thompson",9/16/14,179960,71,"deep euro house,deep house,edm,german dance,pop dance,tropical house,viral pop",
Pacific Blue,Emily Zeck,12/6/15,224263,31,,
Alien's Landing,Emily's Army,7/18/14,156266,20,oakland indie,
Wasted (Nightcore) [Bass Boosted],"Murkish,Huken,harmony haven",7/28/22,180192,71,sped up,
emilys song,sad electricians club,9/1/23,194673,15,,
Loch Lomond,Emily's Army,6/14/11,152189,16,oakland indie,
Lost at 17,Emily's Army,6/10/13,198586,9,oakland indie,
Love The Way You Lie,"Eminem,Rihanna",6/18/10,263373,86,"detroit hip hop,hip hop,rap,barbadian pop,pop,urban contemporary",
The Monster,"Eminem,Rihanna",11/5/13,250188,80,"detroit hip hop,hip hop,rap,barbadian pop,pop,urban contemporary",
Icarus,Emma Blackery,8/31/18,215560,35,uk pop,
High for Weeks,Emmett Kai,6/10/20,223500,0,brooklyn indie,
Wasted on the Senate Floor,Emperor X,5/5/17,170167,30,small room,
High And Low,Empire of the Sun,10/28/16,224840,62,"australian dance,australian electropop,dance rock,indietronica,neo-synthpop",
Walking On A Dream,Empire of the Sun,10/3/08,198440,81,"australian dance,australian electropop,dance rock,indietronica,neo-synthpop",
Lost Boys Calling,"Ennio Morricone,Roger Waters",1998,318773,30,"classic soundtrack,italian soundtrack,orchestral soundtrack,vintage italian soundtrack,album rock,art rock,classic rock,progressive rock,symphonic rock",
Elisenda: I. El jardín de Elisenda,"Enrique Granados,Dani Espasa,Orquestra Simfònica de Barcelona i Nacional de Catalunya,Pablo González",9/9/16,352813,6,"early modern classical,post-romantic era,spanish classical,orchestra",
I Like It,"Enrique Iglesias,Pitbull",2010,231373,67,"dance pop,latin pop,mexican pop,miami hip hop,pop",
Sift,Envy On The Coast,6/30/17,294366,26,progressive post-hardcore,
Only Time,Vitamin Piano Series,3/29/05,164866,5,piano cover,
Raindrops,Enzo,11/6/17,191632,3,"focus,relaxative",
Coat Tails,Equipment,11/13/20,176098,19,"5th wave emo,diy emo,ohio indie",
making her smile,"Equity Slate,soojeong",8/20/17,72583,42,,
"É Preciso Dar Um Jeito, Meu Amigo",Erasmo Carlos,1/1/71,227040,46,"bossa nova,brazilian rock,jovem guarda,mpb,tropicalia,velha guarda",
Hungry Eyes,Eric Carmen,9/21/12,247320,58,"new wave pop,soft rock,yacht rock",
Change the World,Eric Clapton,10/12/99,234866,67,"album rock,blues rock,classic rock,electric blues,mellow gold,rock,singer-songwriter,soft rock",
Layla - Live,Eric Clapton,11/12/21,329826,46,"album rock,blues rock,classic rock,electric blues,mellow gold,rock,singer-songwriter,soft rock",
Any Minute,"Eric Nelsen,Delaney Moro,Allie Trimm,Aaron Simon Gross",9/30/08,210720,20,,
Gnossienne: No. 1,"Erik Satie,Alexandre Tharaud",1/20/09,214133,63,"classical,early avant garde,early modern classical,impressionism,post-romantic era,classical piano,french classical piano",
Gymnopédie No. 1,"Erik Satie,Philippe Entremont",1949,205866,72,"classical,early avant garde,early modern classical,impressionism,post-romantic era,classical performance,french classical piano",
Amber Waves,Erin McCarley,1/1/12,254680,12,acoustic pop,
Blue Suitcase,Erin McCarley,2009,208600,16,acoustic pop,
Bobble Head,Erin McCarley,2009,202733,9,acoustic pop,
Black Horse And The Cherry Tree,KT Tunstall,1/1/05,172373,66,"ectofolk,lilith,neo mellow,pop rock,scottish singer-songwriter",
DieDieDie,Erin McCarley,9/8/17,197973,11,acoustic pop,
Elevator,Erin McCarley,1/1/12,213146,10,acoustic pop,
Fever,Erin McCarley,1/1/12,212533,4,acoustic pop,
Gotta Figure This Out,Erin McCarley,2009,288506,21,acoustic pop,
Hello/Goodbye,Erin McCarley,2009,238666,11,acoustic pop,
Hush Hush,NOVUM,8/6/21,135384,57,chill house,
Into the Fire,Erin McCarley,4/22/15,209055,42,acoustic pop,
It's Not That Easy,Erin McCarley,2009,262800,10,acoustic pop,
Just Another Day,Erin McCarley,1/1/12,183200,4,acoustic pop,
"Love, Save The Empty",Erin McCarley,2009,196000,33,acoustic pop,
Lovesick Mistake,Erin McCarley,2009,255040,24,acoustic pop,
Out of the Fog,Erin McCarley,9/8/17,259506,0,acoustic pop,
Pitter-Pat,Erin McCarley,2009,259800,30,acoustic pop,
Pony (It's OK),Erin McCarley,2009,206133,28,acoustic pop,
Pop Gun,Erin McCarley,1/1/12,165653,7,acoustic pop,
Re-Arrange Again,Erin McCarley,1/1/12,244333,21,acoustic pop,
Send Me on My Way,Erin McCarley,9/8/17,218066,5,acoustic pop,
SleepWalking,Erin McCarley,2009,212426,9,acoustic pop,
Sticky-Sweet,Erin McCarley,2009,207493,15,acoustic pop,
Survey,Erin McCarley,1/1/12,225493,4,acoustic pop,
There's No Holding You Down,Erin McCarley,1/1/12,209053,4,acoustic pop,
Vertigo,Erin McCarley,1/1/12,197360,4,acoustic pop,
What I Needed,Erin McCarley,1/1/12,218240,18,acoustic pop,
"Chromatic Fantasy, and Feud",ernest rareberrg,10/24/23,155921,33,,
Wonderful Offer,Essential Logic,5/5/03,187293,31,"no wave,post-punk,uk post-punk,zolo",
American Boy,"Estelle,Kanye West",3/28/08,284733,80,"neo soul,r&b,chicago rap,hip hop,rap",
Room,Ethan Tasch,8/28/20,210777,49,,
American Teenager,Ethel Cain,5/12/22,258418,69,"countrygaze,indie pop,modern dream pop",
Crush,Ethel Cain,4/23/21,204317,65,"countrygaze,indie pop,modern dream pop",
O Holy Night,Etta James,10/9/98,290640,65,"jazz blues,soul,soul blues,torch song,vocal jazz",
Sweet Dreams (Are Made of This) - Remastered,"Eurythmics,Annie Lennox,Dave Stewart",1/4/83,216933,85,"dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop,singer-songwriter,rock keyboard",
Hustle - Sped Up,CN JAY,11/19/23,84799,38,,
The Long Way Out,Evan Konrad,2/22/19,214213,16,,
APHRODITE,Ethan Gander,11/25/22,146400,58,,
Crazy for This Girl,Evan And Jaron,8/29/00,202026,49,pop rock,
Bring Me To Life,Evanescence,3/4/03,235893,86,alternative metal,
Let Me Blow Ya Mind,"Eve,Gwen Stefani,Stevie J",1/1/01,230133,77,"contemporary r&b,dance pop,hip pop,philly rap,r&b,urban contemporary,pop",
レーゾンデートル,Eve,10/11/19,222489,52,"anime,anime rock",
Father Of Mine,Everclear,10/7/97,231400,64,"alternative metal,alternative rock,nu metal,permanent wave,pop rock,post-grunge",
Santa Monica,Everclear,5/11/95,191506,71,"alternative metal,alternative rock,nu metal,permanent wave,pop rock,post-grunge",
Santa Monica - Remastered 2004,Everclear,10/5/04,191493,42,"alternative metal,alternative rock,nu metal,permanent wave,pop rock,post-grunge",
What It's Like,Everlast,9/8/98,303133,70,post-grunge,
Find Yourself In You,Everlife,1/1/06,213053,28,"candy pop,post-teen pop",
Between You And I,Every Avenue,1/1/08,278320,27,"neon pop punk,pop punk",
Boys Will Be Boys,Every Avenue,2/19/08,183413,16,"neon pop punk,pop punk",
Chasing The Night,Every Avenue,1/1/08,174573,14,"neon pop punk,pop punk",
Clumsy Little Heart,Every Avenue,11/3/09,225333,22,"neon pop punk,pop punk",
Days Of The Old,Every Avenue,2/19/08,166053,21,"neon pop punk,pop punk",
Fall Apart,Every Avenue,8/2/11,200160,38,"neon pop punk,pop punk",
Finish What You Started,Every Avenue,11/3/09,189333,27,"neon pop punk,pop punk",
"For Always, Forever",Every Avenue,11/3/09,210653,36,"neon pop punk,pop punk",
Girl Like That,Every Avenue,11/3/09,192573,41,"neon pop punk,pop punk",
Happy The Hard Way,Every Avenue,11/3/09,239760,28,"neon pop punk,pop punk",
Hit Me Where It Hurts The Most,Every Avenue,8/2/11,156573,20,"neon pop punk,pop punk",
I Can't Not Love You,Every Avenue,8/2/11,223933,25,"neon pop punk,pop punk",
I Forgive You,Every Avenue,11/3/09,200333,39,"neon pop punk,pop punk",
Mindset,Every Avenue,11/3/09,206746,46,"neon pop punk,pop punk",
No One But You,Every Avenue,8/2/11,194506,19,"neon pop punk,pop punk",
Nothing,Every Avenue,2/19/08,185373,13,"neon pop punk,pop punk",
One More Song,Every Avenue,2/19/08,180373,16,"neon pop punk,pop punk",
Only Place I Call Home,Every Avenue,8/2/11,234493,44,"neon pop punk,pop punk",
Picture Perfect,Every Avenue,11/3/09,175080,37,"neon pop punk,pop punk",
Saying Goodbye,Every Avenue,11/3/09,210786,30,"neon pop punk,pop punk",
"Someday, Somehow",Every Avenue,8/2/11,225733,28,"neon pop punk,pop punk",
Take A Step Back,Every Avenue,2/19/08,188360,14,"neon pop punk,pop punk",
Tell Me I'm A Wreck,Every Avenue,11/3/09,219973,62,"neon pop punk,pop punk",
The Hell Back Home,Every Avenue,2/19/08,196146,13,"neon pop punk,pop punk",
The Story Left Untold,Every Avenue,11/3/09,239640,29,"neon pop punk,pop punk",
There Tonight,Every Avenue,8/2/11,209053,30,"neon pop punk,pop punk",
Think Of You Later (Empty Room),Every Avenue,1/1/08,171053,40,"neon pop punk,pop punk",
Tie Me Down,Every Avenue,8/2/11,198293,31,"neon pop punk,pop punk",
Get Ready,"Red Band,Mashina",6/23/11,205779,17,"israeli rock,classic israeli pop",
Watch The World,Every Avenue,8/2/11,253240,16,"neon pop punk,pop punk",
Where Were You,Every Avenue,1/1/08,161266,41,"neon pop punk,pop punk",
Getting Out,Every Avenue,2/19/08,247253,14,"neon pop punk,pop punk",
I See Red,Everybody Loves an Outlaw,10/31/18,230613,77,modern blues rock,
I Feel Exhausted,Everyone Everywhere,8/6/12,347794,18,"midwest emo,philly indie",
Everybody Leaves,Karina Grace,9/24/20,174426,0,hel,
Never Could Have Been Worse,Everything But The Girl,9/21/84,166506,44,"new wave pop,sophisti-pop,trip hop",
Duet,Everything Everything,1/14/13,222186,34,"british indie rock,experimental pop,modern rock,new rave,northern irish indie,shimmer pop",
Spring / Sun / Winter / Dread,Everything Everything,6/22/15,198213,48,"british indie rock,experimental pop,modern rock,new rave,northern irish indie,shimmer pop",
Damn Loyal,Eves Karydas,9/28/18,209960,30,"australian indie,australian pop,brisbane indie",
Further Than The Planes Fly,Eves Karydas,9/28/18,190066,44,"australian indie,australian pop,brisbane indie",
There For You,Eves Karydas,9/28/18,252693,24,"australian indie,australian pop,brisbane indie",
Wildest Ones,Eves Karydas,9/28/18,244266,36,"australian indie,australian pop,brisbane indie",
Intrepidity,"Evil Needle,Mr. Carmack",4/30/13,274938,30,"abstract beats,chillhop,vapor twitch,electronic trap",
Moon Eclipsed the Sun,Evolfo,4/7/17,229586,37,neo-psychedelic,
Vision of Sin,Evolfo,4/7/17,153520,28,neo-psychedelic,
jewellery and teeth,Ewy,12/16/20,159083,21,,
Black Soap,Ex Cops,11/10/15,241853,0,popgaze,
Wanna Be,"Ex Cops,LP",11/10/15,236786,0,"popgaze,la pop,women's music",
Rainbow Shiner,Ex Hex,3/22/19,215373,20,"indie punk,modern power pop,riot grrrl",
Tough Enough,Ex Hex,3/22/19,278453,18,"indie punk,modern power pop,riot grrrl",
Crushing,Ex:Re,11/30/18,248452,36,art pop,
EXIT - Rising Galaxy's Pink Seagulls,"Gregory Paul Mineeff,Rising Galaxy",8/24/23,425834,3,ambient psychill,
Dark Stains,Exploded View,9/28/18,205465,24,"experimental pop,german shoegaze,neo-kraut",
Summer Came Early,Exploded View,10/11/17,206073,32,"experimental pop,german shoegaze,neo-kraut",
Catastrophe and the Cure,Explosions In The Sky,2/20/07,476146,16,"american post-rock,cinematic post-rock,instrumental post-rock,melancholia,post-rock",
It's Natural to Be Afraid,Explosions In The Sky,2/20/07,807213,15,"american post-rock,cinematic post-rock,instrumental post-rock,melancholia,post-rock",
"So Long, Lonesome",Explosions In The Sky,2/20/07,220373,32,"american post-rock,cinematic post-rock,instrumental post-rock,melancholia,post-rock",
The Birth and Death of the Day,Explosions In The Sky,2/20/07,469720,22,"american post-rock,cinematic post-rock,instrumental post-rock,melancholia,post-rock",
"Welcome, Ghosts",Explosions In The Sky,2/20/07,343826,16,"american post-rock,cinematic post-rock,instrumental post-rock,melancholia,post-rock",
What Do You Go Home to?,Explosions In The Sky,2/20/07,299826,15,"american post-rock,cinematic post-rock,instrumental post-rock,melancholia,post-rock",
"Going, Going, Gone.",Extra Large Holiday Card,1/7/19,73636,25,,
More Than Words,Extreme,1/1/90,334106,78,"funk metal,glam metal,hard rock",
Don't Just Sit Here and Drink Yourself to Death,Ezra Bell,11/9/17,143986,44,portland indie,
I Love You Too,Ezra Bell,4/3/20,180651,44,portland indie,
Raise Your Hand If You Slept in Your Clothes,Ezra Bell,4/3/20,210734,24,portland indie,
They Think We're Stupid,Ezra Bell,11/9/17,207480,38,portland indie,
Wobbly,Ezra Furman,7/6/15,180000,38,"alternative pop,transpop",
Lonely Now,Ezra Jordan,1/26/18,212863,20,,
Darling I Do,Ezra Williams,12/14/22,181094,40,"bedroom pop,indie pop",
Ship,Fake Boyfriend,2/23/16,206686,1,,
We Are Safe Here,fantompower,7/27/17,131162,37,"chillhop,lo-fi beats",
40Oz. on Repeat,FIDLAR,9/4/15,233026,36,"indie garage rock,noise pop",
5 to 9,FIDLAR,7/25/13,68400,34,"indie garage rock,noise pop",
Alcohol,FIDLAR,1/25/19,195439,33,"indie garage rock,noise pop",
"Awkward (Recorded at Mant, June 2013) - Bonus Track",FIDLAR,7/25/13,184124,30,"indie garage rock,noise pop",
Bad Habits,FIDLAR,9/4/15,332075,35,"indie garage rock,noise pop",
Called You Twice (feat. K.Flay),"FIDLAR,K.Flay",1/25/19,263637,32,"indie garage rock,noise pop,escape room,hip pop,modern alternative rock",
Cheap Beer,FIDLAR,7/25/13,142146,38,"indie garage rock,noise pop",
No Waves,FIDLAR,7/25/13,133946,44,"indie garage rock,noise pop",
Sober,FIDLAR,9/4/15,146133,44,"indie garage rock,noise pop",
Wake Bake Skate,FIDLAR,7/25/13,103506,38,"indie garage rock,noise pop",
West Coast,FIDLAR,9/4/15,202573,41,"indie garage rock,noise pop",
Video Girl,FKA twigs,8/11/14,227640,42,"afrofuturism,alternative r&b,art pop,escape room,experimental r&b,trip hop",
cellophane,FKA twigs,11/8/19,204066,62,"afrofuturism,alternative r&b,art pop,escape room,experimental r&b,trip hop",
If You're Gonna Lie,FLETCHER,8/16/19,203113,53,"alt z,pop",
Undrunk,FLETCHER,8/16/19,183428,62,"alt z,pop",
Wasted Youth,FLETCHER,9/30/16,219616,45,"alt z,pop",
Next Best Thing,"FLOOR CRY,Vansire",4/17/20,170405,44,"chill dream pop,manitoba indie,bedroom pop,rochester mn indie",
I'll Be Around,FLOOR CRY,10/6/18,151990,42,"chill dream pop,manitoba indie",
Ooh La La,Faces,1973,214080,71,"blues rock,classic rock,country rock,folk rock,glam rock,protopunk,psychedelic rock,roots rock,singer-songwriter",
Ooh La La - 2004 Remaster,Faces,4/19/05,214960,55,"blues rock,classic rock,country rock,folk rock,glam rock,protopunk,psychedelic rock,roots rock,singer-songwriter",
Gods of the Good Shit,Facing New York,12/14/18,203400,0,"bay area indie,oakland indie",
Better For Me,Fake Laugh,3/23/18,255906,43,,
Songs for Teenagers,Fake Problems,9/21/10,226506,32,folk punk,
Rock Me Amadeus,Falco,2/19/85,202236,66,"austropop,neue deutsche welle",
Alone Together,Fall Out Boy,4/12/13,203413,60,"emo,modern rock,pop,rock",
America's Suitehearts,Fall Out Boy,1/1/08,214133,50,"emo,modern rock,pop,rock",
"Dance, Dance",Fall Out Boy,5/3/05,180266,79,"emo,modern rock,pop,rock",
Dear Future Self (Hands Up),"Fall Out Boy,Wyclef Jean",11/15/19,170040,53,"emo,modern rock,pop,rock,rap kreyol",
Hum Hallelujah,Fall Out Boy,1/1/07,230506,58,"emo,modern rock,pop,rock",
Of All The Gin Joints In All The World,Fall Out Boy,5/3/05,191160,57,"emo,modern rock,pop,rock",
"Sugar, We're Goin Down",Fall Out Boy,5/3/05,229093,80,"emo,modern rock,pop,rock",
The Last Of The Real Ones,Fall Out Boy,1/19/18,230400,66,"emo,modern rock,pop,rock",
Thnks fr th Mmrs,Fall Out Boy,1/1/07,203506,81,"emo,modern rock,pop,rock",
"What A Catch, Donnie",Fall Out Boy,1/1/08,290800,47,"emo,modern rock,pop,rock",
Young Volcanoes,Fall Out Boy,4/12/13,204506,58,"emo,modern rock,pop,rock",
Young and Menace - Instrumental,Piano Dreamers,3/2/18,223840,8,"classify,sleep",
Things U Said,Coldabank,11/4/22,147417,54,uk dance,
Hive Mind,False Plaintiff,6/11/17,235998,20,"lion city hardcore,singaporean indie,singaporean metal",
Not Like It Used to Be,Familiar Spaces,6/23/20,200995,1,"new england emo,rhode island indie",
Family Hating,"Lil Dust,DrianB",12/5/13,154285,14,,
Basement,Family of Things,10/4/19,256775,11,"hamilton on indie,ontario indie",
Tanlines,Famous Friend,8/4/23,131368,41,,
Ava,Famy,9/15/17,238946,65,,
Knock Me Out,Fancy Reagan,2/3/15,223020,28,indie poptimism,
Fanfare,Dante Bucci,10/22/13,230367,32,"handpan,new tribe",
String Quartet in E-Flat Major: I. Adagio ma non troppo,"Fanny Mendelssohn,Felix Mendelssohn,Cavaleri Quartet",5/12/14,267920,0,"early romantic era,german romanticism,classical",
Música Curativa,Fanny Vie,6/12/18,227024,16,background music,
Pure Static,Fans & White Noise,12/19/18,88770,13,sleep,
It Isn't Real,Fantasy Guys,6/23/16,176836,37,indie surf,
Arbitrary Task,Far Caspian,3/1/23,136904,20,"chill dream pop,leeds indie",
Astoria,Far Caspian,5/2/19,246515,35,"chill dream pop,leeds indie",
Attempt,Far Caspian,10/8/21,282800,37,"chill dream pop,leeds indie",
Between Days,Far Caspian,11/19/18,190769,49,"chill dream pop,leeds indie",
Blue,Far Caspian,11/19/18,205785,52,"chill dream pop,leeds indie",
Brother,Far Caspian,10/8/21,173066,50,"chill dream pop,leeds indie",
