Gender,Age,Country,100 Grand Bar,Any full-sized candy bar,Bottle Caps,Box'o'Raisins,Butterfinger,Candy Corn,Dots,Glow sticks,Gummy Bears,Heath Bar,Hershey's Dark Chocolate,Hershey’s Milk Chocolate,Jolly Ranchers,Junior Mints,Kit Kat,LaffyTaffy,LemonHeads,Mike and Ike,Milky Way,Regular M&Ms,Peanut M&M’s,Nerds,Pencils,Reese’s Peanut Butter Cups,Rolos,Skittles,Snickers,Sourpatch Kids ,Starburst,Swedish Fish,Three Musketeers,
Male,25,USA,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,29,usa,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,
Male,53,Usa,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,22,United States,MEH,JOY,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,
Female,50,USA,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,
Female,44,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,46,Canada,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,
I'd rather not say,26,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,53,US,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
I'd rather not say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,41,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,62,United states,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,
Male,48,United States,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,
Male,49,United States ,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,
Female,37,USA ,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,
Male,63,USA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,54,USA,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,
Female,51,us,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,42,United states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,70,USA,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,
Male,33,United States,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,
Male,67,United States,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,
Female,65,USA,MEH,JOY,DESPAIR,DESPAIR,,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,46,u.s.a.,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,48,United States,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,
Female,51,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,53,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,42,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,44,USA,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,,MEH,JOY,JOY,
Female,37,USA,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,
Female,43,USA,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,
Male,53,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,64,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,47,United States,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,
Male,45,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,38,United States,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,
Male,37,USA,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,
Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd rather not say,33,USAUSAUSA,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,
Female,43,United States,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,
Male,36,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,34,United States,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,
Male,50,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,50,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,48,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,51,Usa,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,
Male,43,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,54,USA,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,
Male,38,United States ,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,38,USA ,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,
Male,43,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,49,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,53,USA,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,45,United states,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,
Female,37,US,,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,
Female,35,united states,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,
Male,28,USA,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,41,Canada,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Female,33,USA ,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,
Female,24,USA ,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,
I'd rather not say,50,USA,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,
Female,61,USA,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,
Male,38,USA ,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,
Female,43,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,36,United States,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,,JOY,DESPAIR,JOY,JOY,JOY,
Male,36,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,39,usa,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Female,33,USA,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,
Male,37,USA,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,
Female,27,United States,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,
Female,35,USA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd rather not say,18,america,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,49,Usa,MEH,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,
Male,45,canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,34,United States,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,38,Usa,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,
Female,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,37,USA,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,
Male,40,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,46,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,36,United States,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,
Male,49,United States,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,
Female,47,USA,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,
Male,25,france,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,,,MEH,MEH,MEH,MEH,MEH,MEH,
Male,41,USA ,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,
Female,40,United States of America ,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,
Female,37,United States,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,19,USA ,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,
Male,39,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,47,USA,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,
Male,Old enough,USA,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,31,United States of America,JOY,MEH,JOY,,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,
Male,48,usa,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,
Male,57,USA,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,
Male,53,usa,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,
Male,60,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,66,USA,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,45,USA,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,
Male,27,United States,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,56,usa,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,
Male,34,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,31,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,70,United States,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,
Male,24,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,12,america,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,
Male,39,USA,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,,JOY,JOY,,JOY,JOY,,JOY,MEH,JOY,JOY,MEH,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,32,United States,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,
Male,52,United States of America,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,
Female,29,United States,JOY,JOY,DESPAIR,MEH,JOY,JOY,,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,
Male,38,USA,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,
Male,32,United States of America,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,
Female,42,U.S.A.,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,
Male,54,usa,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,
Male,38,Canada,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,
