ID,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,temperature,weather_description,Traffic_Level,Distance (km),Delivery Duration
9A32,4.9,Drinks,motorcycle,22.85,clear sky,Low,8.46,27.48
917D,4.8,Snack,scooter,23.29,clear sky,Low,5.71,17.63
4AC4,4.9,Snack,motorcycle,19.13,clear sky,Very High,19.2,54.23
1B6A,4.6,Meal,scooter,17.79,clear sky,High,16.17,39.8
7BD7,4.7,Snack,scooter,23.86,mist,High,10.04,38.18
9735,4.8,Buffet,scooter,22.85,clear sky,Very High,25.4,52.27
1A54,4.0,Buffet,motorcycle,19.45,mist,High,17.12,42.73
819D,4.9,Meal,motorcycle,22.49,clear sky,High,19.95,34.78
96F0,5.0,Meal,electric_scooter,26.52,mist,Very High,14.89,53.57
66F1,4.8,Buffet,motorcycle,22.84,clear sky,High,21.59,46.68
C6E9,4.6,Meal,electric_scooter,24.83,mist,Moderate,9.82,26.28
B8AA,4.5,Snack,motorcycle,19.64,haze,Low,4.13,18.1
C668,5.0,Drinks,motorcycle,23.02,haze,Very High,19.16,58.25
4C13,4.9,Drinks,motorcycle,22.81,clear sky,High,23.68,54.02
824A,4.9,Buffet,motorcycle,17.08,haze,Very Low,2.06,12.5
CB5B,4.4,Drinks,motorcycle,19.01,clear sky,Very Low,1.85,14.67
4CAB,4.7,Meal,motorcycle,17.84,clear sky,High,11.6,39.28
AFC4,4.7,Snack,scooter,24.95,mist,High,17.3,46.95
18C0,4.6,Buffet,motorcycle,18.25,broken clouds,Low,7.18,22.47
1655,4.8,Drinks,motorcycle,27.0,smoke,High,14.32,48.77
7573,4.9,Buffet,motorcycle,19.17,clear sky,Very High,23.53,48.52
9201,4.6,Meal,motorcycle,19.89,mist,Very High,21.02,67.53
A940,4.7,Snack,motorcycle,19.9,mist,Very High,17.63,63.0
604,4.6,Drinks,scooter,18.29,scattered clouds,Low,10.19,31.65
D6EF,4.4,Meal,scooter,21.83,clear sky,High,18.98,36.25
B39B,4.9,Snack,scooter,17.91,scattered clouds,Very Low,2.54,13.3
8CE7,4.6,Drinks,scooter,26.41,mist,Very Low,2.52,22.48
9873,4.1,Drinks,motorcycle,25.01,mist,High,15.4,48.72
29AB,4.6,Meal,scooter,21.06,broken clouds,Very High,27.27,64.33
8198,4.7,Buffet,scooter,24.86,mist,Low,5.93,24.42
7B24,4.4,Meal,motorcycle,26.39,scattered clouds,Very High,23.37,75.83
92EC,4.8,Drinks,scooter,26.39,broken clouds,High,13.21,55.2
1ACA,4.9,Drinks,motorcycle,23.45,clear sky,Low,8.82,29.52
A348,4.7,Buffet,scooter,26.97,smoke,Moderate,5.54,28.75
14D0,4.7,Drinks,motorcycle,17.65,clear sky,Moderate,14.22,35.23
D800,4.7,Buffet,scooter,12.01,clear sky,Very High,54.27,140.98
17DB,4.6,Drinks,motorcycle,17.06,haze,Low,6.41,29.27
6D58,5.0,Drinks,motorcycle,21.25,broken clouds,Very High,22.72,66.73
A20A,4.7,Drinks,scooter,19.37,clear sky,High,21.93,49.48
7C9E,4.8,Snack,scooter,19.58,mist,Moderate,4.31,28.85
5EF3,4.6,Buffet,motorcycle,17.79,clear sky,Low,12.59,17.8
80C2,5.0,Meal,motorcycle,19.74,mist,Very High,25.9,76.12
D2B0,4.9,Drinks,motorcycle,24.0,mist,High,15.83,52.72
70FF,4.8,Drinks,scooter,26.43,mist,Moderate,6.02,36.53
548E,4.8,Meal,motorcycle,21.2,broken clouds,Very High,53.49,58.72
26F1,4.7,Buffet,motorcycle,19.55,mist,Very High,18.21,51.03
4A1B,4.6,Drinks,motorcycle,24.95,mist,Low,4.82,26.48
5561,4.2,Drinks,scooter,18.93,clear sky,High,16.2,53.72
AFD4,4.6,Buffet,electric_scooter,24.84,mist,Low,4.2,21.1
6957,4.9,Drinks,scooter,22.78,clear sky,Low,10.23,27.87
9151,4.4,Buffet,scooter,19.73,mist,High,14.78,49.35
9D4C,4.7,Snack,motorcycle,23.97,mist,Moderate,12.1,34.97
D413,4.7,Meal,motorcycle,17.77,mist,Moderate,10.93,27.08
C677,4.7,Meal,scooter,23.86,mist,High,15.03,41.5
4421,5.0,Drinks,motorcycle,18.33,scattered clouds,Moderate,9.8,34.35
A631,4.7,Snack,electric_scooter,21.29,broken clouds,Moderate,6.88,27.25
3A16,4.3,Snack,motorcycle,19.97,clear sky,Very High,25.13,67.38
A04,4.7,Snack,scooter,25.06,mist,High,14.28,42.02
58C2,4.7,Drinks,scooter,26.48,mist,High,12.4,51.92
BBC6,4.7,Buffet,motorcycle,19.21,clear sky,Very High,19.87,53.58
50C4,4.7,Buffet,motorcycle,18.25,scattered clouds,High,23.28,41.6
BCD5,4.8,Buffet,electric_scooter,23.46,clear sky,Very Low,1.75,8.12
6234,4.8,Drinks,scooter,22.47,clear sky,High,20.94,47.52
CC11,5.0,Meal,scooter,17.74,mist,Moderate,12.01,32.78
6445,3.5,Snack,motorcycle,19.99,haze,High,14.11,48.95
33DC,4.9,Drinks,motorcycle,22.49,clear sky,High,20.49,42.5
ACD8,4.6,Snack,motorcycle,17.54,clear sky,High,18.49,40.33
BFB4,4.6,Snack,scooter,22.97,haze,Low,4.22,23.93
D989,4.6,Drinks,motorcycle,22.99,haze,Moderate,12.74,37.98
8B3F,4.9,Buffet,motorcycle,22.85,clear sky,Low,8.42,18.58
DEB4,4.9,Snack,motorcycle,19.01,clear sky,High,11.67,35.05
A243,4.7,Snack,scooter,21.29,overcast clouds,Very High,18.97,54.8
D446,4.9,Drinks,electric_scooter,21.98,clear sky,High,18.13,50.72
6436,3.7,Buffet,scooter,19.42,clear sky,High,23.24,44.78
5D2D,4.5,Meal,scooter,19.66,clear sky,Very High,27.24,55.7
BB22,5.0,Buffet,motorcycle,26.34,mist,Very High,13.61,56.37
8B2B,4.6,Buffet,scooter,26.22,smoke,High,13.14,42.95
C1EC,4.8,Buffet,motorcycle,10.83,clear sky,Very High,27.89,84.85
DE6F,5.0,Buffet,motorcycle,16.17,mist,Very High,26.49,67.9
33A0,4.5,Drinks,motorcycle,19.95,clear sky,High,17.28,54.65
B712,4.8,Drinks,electric_scooter,26.4,scattered clouds,Very High,27.41,83.22
8299,4.8,Drinks,motorcycle,18.26,scattered clouds,Moderate,12.79,32.77
9155,4.8,Buffet,scooter,17.08,haze,Low,4.04,18.3
3D8C,4.8,Buffet,electric_scooter,16.93,haze,Low,9.47,23.7
D3FA,4.9,Drinks,scooter,22.21,clear sky,Low,7.84,28.95
BB9,4.6,Drinks,scooter,19.66,mist,Very High,12.96,58.63
B012,4.6,Snack,motorcycle,24.97,mist,High,17.5,49.87
DCAA,5.0,Meal,motorcycle,17.02,mist,Very High,14.66,50.43
9587,4.7,Snack,motorcycle,22.48,clear sky,Moderate,18.1,33.75
43BA,4.6,Meal,motorcycle,21.13,broken clouds,Moderate,6.69,22.32
5803,5.0,Buffet,scooter,23.05,clear sky,Moderate,9.3,24.33
70F5,4.7,Drinks,scooter,20.04,mist,Low,4.17,31.17
575D,4.1,Drinks,motorcycle,17.67,clear sky,Moderate,3.79,30.43
6EF,4.6,Drinks,motorcycle,21.06,broken clouds,Very High,25.32,68.08
4F3C,4.2,Buffet,motorcycle,22.87,clear sky,High,14.05,34.8
B209,4.9,Drinks,scooter,25.06,mist,High,14.28,47.02
4F9A,4.4,Buffet,motorcycle,19.72,mist,High,12.6,50.97
8011,4.6,Drinks,scooter,23.6,clear sky,Low,6.64,24.22
9692,4.9,Snack,motorcycle,19.99,haze,High,14.11,48.97
9415,4.7,Meal,motorcycle,21.26,broken clouds,Very High,23.38,59.82
7BF,3.8,Buffet,scooter,22.9,clear sky,High,15.72,36.27
7CB8,4.7,Meal,scooter,17.15,haze,Low,4.19,16.28
953,4.6,Buffet,motorcycle,18.13,broken clouds,Very Low,3.01,12.95
9C8C,4.9,Buffet,motorcycle,23.91,clear sky,Very Low,2.41,8.98
B38B,4.6,Drinks,scooter,24.86,mist,Low,6.76,32.93
4D5B,4.9,Meal,motorcycle,23.39,clear sky,Very Low,3.09,7.55
8F9E,4.5,Drinks,motorcycle,23.51,clear sky,Low,6.65,24.75
3B2E,4.1,Drinks,scooter,26.36,mist,High,12.24,52.8
2CB6,4.7,Drinks,motorcycle,20.06,haze,High,23.52,55.85
9D2B,5.0,Snack,motorcycle,23.45,clear sky,Low,7.87,21.6
7943,4.8,Drinks,scooter,19.27,fog,Very High,24.47,72.27
205D,4.7,Snack,scooter,25.01,mist,High,17.11,44.32
5AAD,4.6,Snack,motorcycle,24.96,mist,Low,8.08,26.57
D747,4.3,Drinks,motorcycle,21.67,clear sky,Moderate,7.2,37.33
AC01,4.8,Buffet,motorcycle,17.21,clear sky,High,18.15,39.15
9098,5.0,Drinks,scooter,27.84,smoke,Very High,16.91,66.88
AFF,4.3,Meal,scooter,18.05,scattered clouds,High,25.16,42.73
A3A6,4.9,Snack,motorcycle,19.05,clear sky,High,16.57,48.4
8A91,4.7,Meal,motorcycle,22.74,clear sky,Moderate,12.51,27.97
788D,5.0,Buffet,scooter,19.81,clear sky,Very High,20.59,56.3
6948,3.5,Meal,motorcycle,19.42,mist,Very High,21.49,51.1
2.80E+10,4.0,Snack,scooter,21.18,broken clouds,High,16.52,46.93
53EA,4.9,Snack,motorcycle,21.15,broken clouds,High,11.89,36.08
CD30,4.9,Drinks,motorcycle,23.03,haze,High,20.49,55.85
57CE,4.9,Drinks,motorcycle,19.18,clear sky,High,12.57,47.02
3D57,4.5,Snack,scooter,19.74,mist,Very High,25.9,80.38
DD28,4.5,Meal,motorcycle,21.28,clear sky,Very High,32.49,49.53
1B03,4.9,Snack,motorcycle,17.03,haze,Low,3.9,18.83
9646,4.8,Buffet,scooter,24.98,mist,High,16.91,43.8
3E9B,4.9,Meal,motorcycle,19.37,haze,Moderate,6.02,27.35
33DD,4.1,Meal,electric_scooter,21.37,broken clouds,High,14.16,35.4
AB46,4.7,Snack,motorcycle,17.09,haze,Moderate,10.8,29.82
7096,4.1,Meal,motorcycle,18.93,clear sky,High,15.49,37.97
C55C,4.9,Snack,motorcycle,17.74,mist,Moderate,12.01,36.78
9B27,4.7,Buffet,scooter,19.09,clear sky,Low,6.67,18.05
BC03,4.6,Snack,motorcycle,25.06,mist,High,14.4,42.52
38C5,4.7,Snack,electric_scooter,18.86,clear sky,Very High,19.35,53.92
2997,4.1,Buffet,electric_scooter,26.86,smoke,Very High,33.53,69.77
5AA4,4.5,Snack,scooter,19.75,mist,High,10.27,39.87
1D9C,4.8,Drinks,scooter,27.0,smoke,Moderate,7.65,35.12
B041,4.7,Meal,motorcycle,17.41,clear sky,High,18.92,35.5
5145,4.3,Meal,scooter,19.66,mist,High,10.93,36.43
91BA,4.8,Snack,scooter,19.89,mist,Very High,21.02,71.67
C951,4.8,Buffet,motorcycle,9.18,clear sky,Very High,59.67,157.75
B0E7,4.7,Buffet,electric_scooter,19.35,clear sky,Moderate,10.56,30.87
1A1E,4.8,Snack,scooter,18.17,scattered clouds,Moderate,8.24,33.38
CDF 4.00,4.6,Snack,scooter,18.29,clear sky,High,12.11,35.92
AEA,5.0,Meal,scooter,19.91,mist,Very High,26.03,73.22
6723,4.7,Buffet,motorcycle,19.35,clear sky,Moderate,10.56,30.87
326E,4.7,Snack,motorcycle,18.13,broken clouds,High,21.93,38.72
1983,4.7,Drinks,scooter,17.06,haze,Moderate,8.35,32.68
7648,4.9,Drinks,motorcycle,17.85,clear sky,Very High,25.71,63.77
8028,4.8,Snack,motorcycle,24.95,mist,High,13.88,44.57
5D47,4.3,Snack,motorcycle,19.74,mist,Very High,21.87,66.52
5FD4,2.5,Buffet,motorcycle,22.83,clear sky,High,21.72,47.77
A14D,3.6,Meal,scooter,17.79,broken clouds,High,25.55,43.6
6B51,4.8,Meal,motorcycle,19.49,mist,Low,3.2,15.92
A5DC,4.6,Buffet,motorcycle,18.34,scattered clouds,Moderate,16.37,30.58
268B,3.9,Drinks,electric_scooter,18.43,broken clouds,High,17.5,43.03
15F4,4.8,Meal,motorcycle,17.73,clear sky,Very High,26.18,56.57
711A,5.0,Buffet,motorcycle,20.18,haze,High,16.14,34.05
21C3,3.9,Meal,scooter,21.29,broken clouds,High,17.82,45.62
7022,4.9,Meal,motorcycle,26.31,scattered clouds,Very High,16.04,58.2
33B9,4.9,Buffet,motorcycle,23.83,clear sky,Very Low,1.95,9.72
3B1E,4.7,Meal,motorcycle,19.07,fog,Very High,24.07,55.2
A085,4.6,Snack,electric_scooter,17.12,haze,Low,4.63,17.0
4390,5.0,Drinks,scooter,24.96,mist,Moderate,11.41,38.43
56AA,4.5,Meal,motorcycle,18.94,clear sky,Low,5.03,15.98
9797,4.3,Snack,scooter,19.49,mist,Very High,22.27,69.37
7B89,5.0,Drinks,scooter,27.01,smoke,Moderate,8.2,40.43
B52C,4.7,Snack,electric_scooter,22.63,clear sky,Moderate,15.98,34.9
9571,4.6,Drinks,motorcycle,21.29,overcast clouds,Very High,19.41,57.82
2E2A,4.8,Buffet,motorcycle,19.61,mist,Low,4.37,20.93
32B0,4.6,Snack,scooter,17.23,clear sky,High,19.93,40.68
3318,4.7,Meal,scooter,19.18,mist,Very High,25.06,68.35
7726,4.5,Drinks,electric_scooter,17.08,haze,Very Low,2.21,19.68
94DD,4.8,Drinks,motorcycle,25.02,mist,High,15.95,45.23
8227,4.3,Buffet,motorcycle,19.69,haze,High,14.04,36.3
FC1,4.9,Drinks,scooter,22.85,clear sky,Low,6.59,24.0
8322,4.1,Buffet,motorcycle,18.07,scattered clouds,High,26.02,46.98
A635,3.5,Meal,motorcycle,19.14,clear sky,High,13.2,32.47
A35,4.6,Buffet,scooter,17.08,haze,Very Low,1.96,13.78
33BE,4.9,Snack,scooter,19.9,mist,High,10.9,40.82
3D21,3.6,Meal,motorcycle,17.77,clear sky,High,18.75,34.95
D152,4.8,Meal,scooter,18.24,clear sky,High,13.62,32.7
1C01,5.0,Meal,motorcycle,27.84,smoke,Very High,16.91,58.33
D550,5.0,Buffet,scooter,22.27,clear sky,Moderate,5.76,23.98
7FFC,4.4,Snack,motorcycle,18.76,fog,Very High,22.12,55.0
9E4E,4.6,Drinks,motorcycle,23.86,mist,Moderate,7.51,33.13
CEF2,4.1,Snack,scooter,18.55,clear sky,Very High,43.62,57.98
4E5A,4.3,Meal,scooter,19.95,clear sky,High,16.52,43.93
3776,5.0,Drinks,scooter,19.54,mist,Very Low,5.42,21.68
BE1,4.6,Snack,motorcycle,26.42,mist,Moderate,7.57,29.87
929,4.6,Snack,scooter,26.96,smoke,Moderate,11.55,34.37
9107,4.2,Meal,scooter,26.5,mist,Low,5.02,18.53
7317,4.9,Buffet,motorcycle,25.05,mist,High,15.17,37.98
8464,4.5,Snack,motorcycle,18.25,broken clouds,Low,7.21,24.78
9AF2,4.2,Buffet,motorcycle,21.58,broken clouds,Low,6.99,21.57
8D48,4.8,Meal,motorcycle,19.61,haze,Moderate,8.25,22.33
A077,4.9,Meal,motorcycle,18.97,clear sky,High,17.24,41.87
8FA0,4.4,Buffet,electric_scooter,22.79,clear sky,High,20.21,42.15
291D,5.0,Buffet,motorcycle,22.66,clear sky,Moderate,13.63,30.22
7B54,4.8,Meal,motorcycle,18.93,clear sky,High,16.2,43.88
895B,4.2,Drinks,scooter,19.03,fog,Very High,24.12,62.37
8583,4.9,Snack,motorcycle,17.23,clear sky,Moderate,17.48,33.85
4340,5.0,Meal,scooter,17.64,clear sky,Moderate,12.82,21.6
8C35,4.8,Snack,motorcycle,22.79,clear sky,Very High,28.79,63.0
DD00,4.8,Buffet,scooter,17.88,mist,Low,6.11,20.35
DAC9,4.5,Buffet,motorcycle,22.99,haze,Very High,15.04,49.02
5D7A,5.0,Snack,motorcycle,19.6,haze,Very High,15.24,56.97
65B1,4.7,Meal,scooter,18.34,broken clouds,High,14.43,38.42
80AA,4.7,Meal,scooter,18.12,scattered clouds,Moderate,20.5,29.53
B22B,4.8,Meal,motorcycle,17.85,clear sky,High,15.62,40.15
1A31,4.5,Buffet,scooter,19.83,haze,High,14.26,41.82
C2BA,3.9,Buffet,motorcycle,18.95,clear sky,High,13.59,37.97
9892,4.9,Buffet,scooter,19.96,clear sky,Very High,23.51,62.82
4CCE,4.8,Snack,motorcycle,19.21,clear sky,Low,2.89,15.23
8B86,4.8,Buffet,motorcycle,24.97,mist,High,17.5,47.88
AD08,4.7,Snack,electric_scooter,17.09,haze,Low,6.95,21.27
D4DF,4.7,Drinks,motorcycle,23.03,haze,High,15.68,51.22
6561,4.0,Snack,motorcycle,17.03,haze,Low,2.18,16.28
D02F,4.7,Buffet,scooter,18.32,clear sky,Low,7.43,22.17
6932,5.0,Snack,motorcycle,22.85,clear sky,Low,6.68,17.53
5697,4.8,Drinks,scooter,18.96,haze,Moderate,10.08,33.48
25EB,4.7,Snack,motorcycle,19.91,clear sky,Very High,28.89,62.57
9ABF,5.0,Meal,scooter,17.23,clear sky,High,19.18,34.9
9790,4.8,Drinks,motorcycle,25.12,mist,Very High,21.62,58.65
768D,4.8,Drinks,motorcycle,27.01,smoke,High,11.59,48.57
8.00E+03,4.6,Drinks,motorcycle,23.01,clear sky,Moderate,11.64,39.0
2C5A,4.4,Buffet,scooter,19.15,clear sky,High,26.35,46.72
163C,4.8,Meal,electric_scooter,18.33,scattered clouds,Moderate,9.8,25.32
D398,4.6,Snack,motorcycle,8.21,clear sky,Very High,32.95,87.37
417B,4.7,Buffet,electric_scooter,23.91,clear sky,Very Low,1.88,8.27
4291,3.8,Meal,scooter,22.79,clear sky,High,20.19,42.15
5761,4.8,Snack,scooter,26.42,broken clouds,Very High,17.05,67.27
A49A,3.5,Buffet,motorcycle,22.85,clear sky,Low,7.37,16.58
B4E4,4.2,Meal,scooter,25.02,mist,High,15.95,36.32
BC1,4.6,Snack,motorcycle,23.91,clear sky,Very Low,4.05,14.87
DB84,4.0,Snack,scooter,21.86,clear sky,Very High,19.8,54.52
7008,4.8,Snack,scooter,23.78,mist,Low,2.85,18.13
A22E,5.0,Meal,scooter,17.12,haze,Moderate,9.82,31.65
7820,4.8,Drinks,motorcycle,24.84,mist,High,15.4,49.62
41F5,4.9,Meal,scooter,19.31,clear sky,Low,5.05,18.17
7D1A,4.6,Buffet,motorcycle,17.79,clear sky,High,14.53,41.0
3B72,4.7,Snack,motorcycle,17.16,haze,Very Low,2.16,13.3
8C6A,4.8,Snack,motorcycle,22.84,clear sky,Low,8.57,21.0
25A5,5.0,Meal,motorcycle,22.9,clear sky,High,14.64,33.85
CA3B,4.6,Drinks,scooter,18.9,clear sky,Moderate,7.95,31.85
A598,4.7,Meal,scooter,17.66,clear sky,Low,4.98,20.12
1812,4.8,Buffet,electric_scooter,19.62,haze,Low,4.61,18.83
5.30E+08,4.8,Meal,motorcycle,19.24,clear sky,Very High,27.63,54.37
DD8C,4.9,Snack,motorcycle,18.24,clear sky,High,13.6,37.15
2668,4.8,Meal,motorcycle,19.0,clear sky,Moderate,10.75,30.88
4945,4.6,Drinks,scooter,26.59,smoke,Very High,22.07,77.95
4D6A,4.9,Meal,scooter,19.73,haze,High,9.76,33.7
99B6,4.9,Drinks,motorcycle,26.45,scattered clouds,Very High,18.75,72.47
9869,4.9,Snack,motorcycle,26.54,mist,High,12.35,45.58
4593,4.8,Drinks,scooter,19.26,mist,Very High,16.5,64.5
ACDC,5.0,Drinks,scooter,26.88,smoke,Low,4.64,33.6
C947,4.6,Buffet,scooter,18.25,clear sky,Very High,22.56,48.38
DFA1,4.5,Snack,motorcycle,21.75,clear sky,Moderate,12.98,34.32
4062,4.8,Drinks,motorcycle,19.58,haze,Moderate,6.14,35.8
4B99,4.4,Buffet,motorcycle,17.72,clear sky,High,9.75,36.68
C529,4.8,Buffet,scooter,22.99,haze,Very Low,1.91,12.32
B9D7,4.8,Drinks,motorcycle,19.22,clear sky,Very Low,2.51,18.9
41EE,4.9,Drinks,electric_scooter,19.71,clear sky,Very High,29.11,68.25
AE81,4.5,Drinks,motorcycle,18.99,few clouds,Moderate,9.33,34.65
949A,5.0,Snack,scooter,23.09,clear sky,High,13.76,35.07
BB43,5.0,Buffet,motorcycle,17.82,clear sky,Very Low,1.79,7.38
26BE,4.8,Meal,motorcycle,17.67,clear sky,Moderate,3.94,21.48
CF60,4.8,Drinks,electric_scooter,22.97,haze,Low,2.59,22.08
665B,5.0,Buffet,scooter,25.12,mist,High,17.58,43.92
D086,4.5,Snack,motorcycle,18.88,clear sky,High,14.9,47.87
500F,4.5,Drinks,motorcycle,21.19,overcast clouds,Very High,22.5,64.68
7F7E,4.9,Meal,motorcycle,19.75,mist,High,13.06,45.18
B01D,4.8,Drinks,scooter,26.99,smoke,Low,3.81,32.02
5.00E+08,4.9,Snack,motorcycle,21.4,broken clouds,Very High,16.83,53.72
411E,4.8,Meal,scooter,17.86,scattered clouds,High,24.99,34.52
D14C,4.8,Snack,motorcycle,22.99,haze,Moderate,10.98,34.68
8CC7,4.9,Buffet,motorcycle,21.2,broken clouds,Very High,53.49,60.63
5CDE,4.9,Meal,scooter,17.15,haze,High,17.07,37.35
2048,4.6,Snack,motorcycle,26.53,mist,Moderate,9.73,37.7
759D,5.0,Snack,electric_scooter,19.62,mist,Very High,14.88,54.6
1432,4.2,Drinks,scooter,25.06,mist,Moderate,14.79,42.77
7A4D,4.9,Buffet,motorcycle,26.45,scattered clouds,Very High,17.27,63.58
5.00E+22,4.8,Buffet,motorcycle,17.83,clear sky,High,11.07,38.47
6C74,4.8,Drinks,motorcycle,24.96,clear sky,Moderate,13.2,38.1
836D,4.4,Meal,motorcycle,21.25,broken clouds,High,15.76,41.7
ABBE,4.2,Snack,motorcycle,21.41,broken clouds,Low,3.75,17.92
29DD,4.7,Drinks,scooter,25.15,mist,High,21.28,55.18
96C3,4.9,Snack,motorcycle,19.03,few clouds,High,16.48,44.02
2F75,4.8,Meal,scooter,17.58,clear sky,High,15.03,37.1
4248,4.6,Meal,motorcycle,24.99,mist,High,14.95,44.88
92DD,4.7,Buffet,motorcycle,19.66,mist,High,10.68,38.13
54B6,4.9,Buffet,motorcycle,25.03,mist,High,18.08,48.83
5177,4.1,Buffet,motorcycle,23.97,mist,Moderate,12.1,33.18
9150,4.6,Drinks,motorcycle,17.19,haze,High,19.3,55.0
5997,4.7,Snack,motorcycle,26.52,mist,Very High,18.88,62.9
C775,4.1,Meal,motorcycle,17.81,mist,Low,6.22,20.48
4.00E+36,4.8,Meal,scooter,18.22,broken clouds,Moderate,11.33,29.1
6E6F,5.0,Drinks,scooter,19.95,clear sky,Very High,20.5,61.52
8BB9,4.5,Drinks,scooter,19.5,mist,Very High,30.56,90.47
35CE,4.8,Snack,motorcycle,24.84,mist,Moderate,7.5,31.18
D044,5.0,Meal,scooter,17.77,mist,High,14.12,36.25
A1A8,4.9,Meal,motorcycle,21.4,broken clouds,Low,4.85,17.15
2C77,4.3,Meal,motorcycle,17.66,clear sky,Moderate,7.34,28.55
BAA4,4.8,Buffet,motorcycle,22.93,clear sky,Low,5.29,13.52
8445,4.9,Drinks,motorcycle,21.42,broken clouds,Very High,17.81,58.03
3CE8,4.8,Drinks,motorcycle,22.85,clear sky,Low,6.55,21.72
9DB4,4.7,Meal,scooter,23.01,clear sky,Moderate,11.3,27.7
4C17,4.8,Drinks,motorcycle,26.31,mist,Low,4.61,31.35
74F,4.6,Drinks,motorcycle,26.45,scattered clouds,Very High,20.12,80.22
6D8F,4.8,Drinks,motorcycle,22.99,clear sky,High,14.18,41.0
7B92,4.7,Buffet,motorcycle,21.36,broken clouds,Moderate,8.47,24.2
1.10E+05,4.7,Snack,motorcycle,26.14,mist,High,9.39,45.6
164D,4.4,Meal,motorcycle,18.4,scattered clouds,Moderate,17.73,28.55
BEB1,4.8,Drinks,motorcycle,19.75,mist,High,12.38,51.27
D2E5,4.7,Meal,motorcycle,18.86,clear sky,High,12.96,35.03
7C6,5.0,Drinks,scooter,22.9,clear sky,Low,2.9,20.05
D6C5,4.7,Meal,motorcycle,24.48,scattered clouds,Low,6.13,21.4
CFAA,4.7,Buffet,motorcycle,16.56,clear sky,Low,3.71,15.23
B2B,4.9,Snack,motorcycle,17.21,clear sky,High,14.73,39.42
47C2,4.1,Meal,motorcycle,18.22,broken clouds,Moderate,10.31,24.82
57D0,4.9,Snack,scooter,18.62,haze,High,15.44,49.98
D7FA,4.9,Meal,motorcycle,21.37,clear sky,Very High,22.5,48.92
7E6E,4.8,Meal,scooter,25.01,mist,Moderate,12.26,32.78
B26F,4.2,Snack,scooter,26.14,mist,Moderate,6.28,34.15
1070,4.6,Snack,scooter,21.4,broken clouds,Moderate,10.22,29.82
64C5,4.8,Buffet,scooter,23.12,clear sky,Moderate,8.78,24.2
C02,5.0,Meal,motorcycle,26.14,mist,Moderate,6.28,30.15
2C0B,4.9,Buffet,motorcycle,19.84,mist,High,12.09,39.47
7B16,4.3,Drinks,motorcycle,17.72,clear sky,Moderate,7.87,39.57
63CF,4.7,Snack,motorcycle,19.46,mist,Moderate,7.78,37.0
223B,4.4,Snack,scooter,22.35,clear sky,High,24.27,41.95
922A,4.9,Meal,motorcycle,19.63,haze,Moderate,6.11,24.0
6C5A,4.5,Drinks,motorcycle,17.67,clear sky,Moderate,8.21,33.52
C72D,4.6,Buffet,motorcycle,17.93,mist,Low,4.13,18.9
CDA0,4.3,Buffet,motorcycle,22.23,clear sky,Low,4.7,17.72
6A7B,5.0,Meal,scooter,27.05,smoke,Very High,32.41,75.77
2D99,4.9,Snack,motorcycle,23.39,clear sky,Low,4.21,19.83
9BFD,4.9,Meal,scooter,19.17,clear sky,High,12.35,37.13
685C,5.0,Snack,motorcycle,22.81,clear sky,High,22.17,46.45
340D,4.7,Meal,scooter,19.1,clear sky,High,11.41,31.57
3922,4.9,Snack,scooter,24.86,mist,Low,5.93,25.83
9205,4.6,Drinks,motorcycle,17.97,scattered clouds,High,12.84,46.87
3D6A,4.7,Meal,motorcycle,17.28,clear sky,High,22.12,36.8
8376,4.5,Meal,scooter,18.17,scattered clouds,Moderate,8.24,29.37
B6AA,4.9,Buffet,motorcycle,25.0,mist,High,13.73,37.02
3730,5.0,Drinks,motorcycle,21.3,broken clouds,High,18.67,54.87
9481,4.6,Snack,motorcycle,19.7,haze,Moderate,6.51,29.42
E19D,4.9,Snack,motorcycle,24.99,mist,Low,7.76,26.42
30D5,4.7,Snack,motorcycle,25.02,mist,Moderate,8.27,28.77
998B,4.8,Buffet,motorcycle,19.53,haze,Very Low,2.0,10.92
B76A,4.9,Buffet,motorcycle,18.95,clear sky,High,13.27,39.03
C371,4.6,Meal,motorcycle,21.71,clear sky,High,15.27,40.55
A472,4.5,Meal,scooter,19.48,clear sky,Very High,26.82,59.92
A0D3,4.9,Buffet,motorcycle,25.06,mist,High,14.47,41.68
8DCD,4.5,Snack,motorcycle,26.44,scattered clouds,Very High,14.83,63.83
C362,4.5,Drinks,motorcycle,23.92,mist,Very Low,1.98,19.0
A2DA,4.7,Meal,scooter,19.83,haze,High,13.31,35.02
2.00E+43,4.7,Buffet,scooter,17.91,scattered clouds,Very Low,2.54,11.3
7377,4.9,Snack,motorcycle,22.66,clear sky,Moderate,13.87,30.23
3EFA,4.5,Drinks,motorcycle,16.96,mist,Low,2.31,24.4
DC40,4.8,Buffet,electric_scooter,23.03,haze,Moderate,10.95,31.45
BB2,4.7,Meal,scooter,17.31,clear sky,High,25.66,41.37
632B,4.3,Snack,motorcycle,23.78,mist,Low,2.85,18.17
A652,3.9,Meal,motorcycle,17.16,haze,Moderate,7.01,22.85
325F,4.7,Snack,scooter,21.43,broken clouds,Moderate,10.07,34.3
D3E6,4.8,Meal,motorcycle,18.44,clear sky,Very Low,3.12,9.12
D229,4.7,Drinks,motorcycle,24.99,mist,Low,7.76,31.42
